aa	156
ab	270
ac	168
ad	120
ae	132
af	120
ag	208
ah	130
ai	110
aj	100
ak	100
al	110
am	120
an	150
ao	110
ap	140
aq	252
ar	143
as	176
at	252
au	110
av	168
aw	176
ax	192
ay	140
az	210
a;	130
a,	120
a/	150
a.	120
a_	100
ba	234
bb	180
bc	144
bd	130
be	165
bf	150
bg	182
bh	130
bi	110
bj	100
bk	100
bl	110
bm	120
bn	150
bo	110
bp	140
bq	266
br	209
bs	165
bt	252
bu	110
bv	168
bw	165
bx	144
by	140
bz	240
b;	130
b,	120
b/	150
b.	120
b_	100
ca	156
cb	180
cc	144
cd	140
ce	198
cf	110
cg	156
ch	130
ci	110
cj	100
ck	100
cl	110
cm	120
cn	150
co	110
cp	140
cq	210
cr	165
cs	121
ct	210
cu	110
cv	120
cw	165
cx	120
cy	140
cz	180
c;	130
c,	120
c/	150
c.	120
c_	100
da	156
db	195
dc	168
dd	120
de	154
df	100
dg	156
dh	130
di	110
dj	100
dk	100
dl	110
dm	120
dn	150
do	110
dp	140
dq	182
dr	121
ds	110
dt	182
du	110
dv	132
dw	121
dx	120
dy	140
dz	195
d;	130
d,	120
d/	150
d.	120
d_	100
ea	169
eb	225
ec	216
ed	140
ee	132
ef	110
eg	169
eh	130
ei	110
ej	100
ek	100
el	110
em	120
en	150
eo	110
ep	140
eq	168
er	110
es	121
et	168
eu	110
ev	168
ew	110
ex	180
ey	140
ez	225
e;	130
e,	120
e/	150
e.	120
e_	100
fa	156
fb	225
fc	156
fd	100
fe	110
ff	120
fg	182
fh	130
fi	110
fj	100
fk	100
fl	110
fm	120
fn	150
fo	110
fp	140
fq	182
fr	154
fs	110
ft	210
fu	110
fv	168
fw	121
fx	144
fy	140
fz	225
f;	130
f,	120
f/	150
f.	120
f_	100
ga	208
gb	210
gc	168
gd	120
ge	143
gf	140
gg	156
gh	130
gi	110
gj	100
gk	100
gl	110
gm	120
gn	150
go	110
gp	140
gq	252
gr	165
gs	132
gt	196
gu	110
gv	180
gw	143
gx	168
gy	140
gz	270
g;	130
g,	120
g/	150
g.	120
g_	100
ha	130
hb	150
hc	120
hd	100
he	110
hf	100
hg	130
hh	156
hi	132
hj	140
hk	120
hl	132
hm	180
hn	210
ho	143
hp	252
hq	140
hr	110
hs	110
ht	140
hu	165
hv	120
hw	110
hx	120
hy	196
hz	150
h;	208
h,	168
h/	270
h.	180
h_	100
ia	130
ib	150
ic	120
id	100
